Country_Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
China,CHN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.010631747,0.058908865,0.101562925,0.24713778,2.209511672,3.684392133,4.671408195,4.915895095,6.112809006,10.30899654,11.70068968,11.22962942,9.157334108,7.056723095,6.040719709,5.705091973,2.99152097,3.674247991,2.893447441,3.981714518,5.158161093,3.085203104,2.705830605,2.260998456,1.537820902,1.539617354,1.562817065,1.233006752,0.614711778,0.959898756,1.797315069,1.571189049,1.205004216,1.223038072,2.689745381,2.863696086,2.800890245,2.538375561,4.225436445,1.675462715,2.476442308,3.161498213,1.983297668,1.472487167,1.174495608,0.551468918,0.468471119,0.582954446,0.704281725,0.554702096,0.361833602,0.689430074,
Cote d'Ivoire,CIV,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.083394303,0.344491966,0.302305736,0.980836689,1.063470415,1.211499349,0.289501081,0.478373984,0.253455749,0.098261383,0.105056843,0.038036494,0.195426913,0.220767043,0.244262328,0.208547903,0.522141843,0.452508445,0.150761566,0.242240078,0.474939785,0.3278053,0.668094519,0.781835571,1.249160349,2.743029875,4.946512182,3.779327876,4.133464605,2.028194728,1.588017725,2.334581416,1.48250476,1.122579646,0.479875466,0.302124261,0.273745862,0.560121418,0.671897796,0.62282418,0.300225436,0.531806702,
Cameroon,CMR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0.004834004,0.528283156,4.140816942,7.219558333,5.902549611,2.490706005,5.137631154,6.77250077,8.99092111,2.074181941,3.996616839,3.234740009,6.995884219,8.120329961,4.411624397,4.415606219,2.787938129,3.50522058,3.352174229,3.744176192,4.183826888,1.838889299,2.361881452,4.795695991,2.998368413,2.458453141,1.803247261,2.114789865,4.305707547,5.028517863,4.90756493,6.480466858,2.846448453,3.633473094,4.573927153,4.621399586,3.690895463,3.298728879,1.771693092,1.446899276,1.999318672,2.59332457,2.373888292,1.29270656,2.327953178,
"Congo, Dem. Rep.",COD,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.092239798,1.512840844,1.732640535,1.414265006,0.603113929,1.357450867,0.603023176,1.26488412,1.027968174,1.158109368,1.604056741,1.961729257,1.871432947,1.868918544,2.104607544,0.984676211,1.288163864,1.810102328,1.523515279,1.172167022,0.773841572,0.248645653,0.204679217,0.475642168,0.560875804,0.462229612,0.25158414,0.463048824,
"Congo, Rep.",COG,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,8.92051707333205E-05,1.81011424321387E-05,0.023211627,0.860345011,14.59866303,6.607534286,8.341889143,8.009384539,9.784568302,23.0814477,19.53825571,12.2728168,5.201457204,13.90520415,17.07944437,18.78116701,7.251916939,13.71449415,15.46084359,30.36957985,35.51306219,20.05822415,21.87886247,28.77911388,25.91229921,37.88318092,41.01959992,38.62445518,21.97118006,35.96782707,59.92889233,45.34462043,41.10202199,29.65517273,36.66269704,40.57155931,42.06295885,34.60761717,37.7043227,24.42597937,32.37472248,39.13439825,28.35016221,18.08881868,14.35770697,6.901572741,7.345437525,17.29211712,26.38575694,26.65720705,16.79362678,21.87485212,
Colombia,COL,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.42405914,0.654917757,0.620076178,0.857355685,3.597941517,3.136038085,2.674526027,1.663633656,1.437309007,2.797368404,2.958492087,2.543672011,1.574738225,2.230753956,2.243817343,2.478537132,1.930672535,3.69310934,2.435910819,4.127386856,5.188656346,2.741803972,2.194182022,1.873391758,1.458600408,2.09489457,2.755866443,2.356021091,1.592359755,3.518174039,4.6727764,3.131971969,3.215474444,3.424273145,4.018709339,4.553231001,5.038654435,4.384689008,6.391381246,3.564779504,4.74812118,7.565902788,6.480578436,6.027908267,5.303104316,2.772165333,2.055044728,2.697395874,3.937662103,3.37635503,1.678390941,3.543607313,
Comoros,COM,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cabo Verde,CPV,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.811983991,1.78066917,2.069466443,1.752199314,1.665970006,1.349565314,0.802807396,0.847047423,0.884002069,0.872483593,0.844063276,0.662777615,0.423899171,0.525274309,0.721176818,0.573658219,0.416888185,0.767651552,0.982453936,0.950796236,0.66019134,1.501378701,0.65290578,1.029927376,1.238427105,0.766882324,0.496935442,0.358920309,0.270968952,0.292078411,0.360736181,0.428436433,0.391273029,0.340334287,0.525710297,
Costa Rica,CRI,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017874542,0.024686738,0.039684303,0.085092645,0.112284504,0.140196885,0.138506565,0.034927513,0,0,0.057041894,0.050924039,0.045936219,0.017756701,0.013822121,0.005038702,0.007696967,0.005603593,0.002936902,0.008075382,
Caribbean small states,CSS,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,1.111911492,1.169717394,2.350316779,11.23617966,10.22997705,10.73370555,8.500064224,9.607097787,21.11326006,14.60601415,12.73248773,4.712541812,5.756141786,6.795985987,7.053407734,2.951005734,3.983925224,2.789862479,4.006698013,5.108477758,3.028181242,2.927053995,2.552890115,2.433098678,2.473326777,2.66298391,2.078363474,1.042247946,1.76441389,2.50019808,1.774155702,2.092856228,2.437623241,2.658503773,4.311636535,5.194682211,4.804035446,5.326868123,4.518390319,4.05679293,7.043473415,6.296890499,6.43271055,5.325232617,2.334102402,1.331195427,1.844533606,3.512300694,3.291458775,2.276159315,4.457283568,
Cuba,CUB,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.000706336,0.004304478,0.007376486,0.015596062,0.102567809,0.109512627,0.112105005,0.091693157,0.080384189,0.193539146,0.092355122,0.165037692,0.133728922,0.224339612,0.277294062,0.325569574,0.142830885,0.222779186,0.120913818,0.18612904,0.233054265,0.146275489,0.21434604,0.249921163,0.328793089,0.320498786,0.600117981,0.562621482,0.211206078,0.395868723,0.788370917,0.607843164,0.421238541,0.545853556,0.639400265,0.675308886,0.752652141,1.468252596,1.878591375,0.943002322,1.248421344,1.709824112,1.549919826,1.348226375,1.182144671,0.420636272,0.303747798,0.423889403,0.684565567,0.510526195,,,
Curacao,CUW,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,
Cayman Islands,CYM,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,
Cyprus,CYP,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001011839,0.001075753,0.00100697,0.012105603,0.006631853,0.004255442,0.007420983,0.008317667,0.002515299,0.001851988,0,0.000224084,0,0,0,0,0,
Czechia,CZE,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275755907,0.121073348,0.075343394,0.104296844,0.092223242,0.075546666,0.059053741,0.036755547,0.088615807,0.160779226,0.086946252,0.078034661,0.248165291,0.201506974,0.196150176,0.189170201,0.453354769,0.181104348,0.266935089,0.312252364,0.168297033,0.090655335,0.075970381,0.053147839,0.047614679,0.055763708,0.058481824,0.039707508,0.023835426,0.047905636,
Germany,DEU,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.136835328,0.152907956,0.126051126,0.104201735,0.231096738,0.453279508,0.491214099,0.412060744,0.312275666,0.307246821,0.328651607,0.48567897,0.486458688,0.363862465,0.314130891,0.298527369,0.145488259,0.080395709,0.064423047,0.08689512,0.096988312,0.073477877,0.052779953,0.04433975,0.028730632,0.037248864,0.040566388,0.042121253,0.018578931,0.016189155,0.043892341,0.06894618,0.056163444,0.049768437,0.056567019,0.068251616,0.085687357,0.071181766,0.138505049,0.079582203,0.07608027,0.098464523,0.07876841,0.059679167,0.039753784,0.027278483,0.018549174,0.023560462,0.027858056,0.019525244,0.010068892,0.029548563,
Djibouti,DJI,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dominica,DMA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Denmark,DNK,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0,0,6.78174643571794E-05,0.000188023,0.000473035,0.001204582,0.001671686,0.010388351,0.00612835,0.012761883,0.007732311,0.054712175,0.140368696,0.260413991,0.261557123,0.372972744,0.167085758,0.253334659,0.179140145,0.332606031,0.417847969,0.254618324,0.256624355,0.304747256,0.27890826,0.278850473,0.431253,0.442121111,0.121276324,0.477149209,1.312632655,1.017439895,0.993663713,0.924163203,1.102726345,1.441715438,1.52158029,1.348385139,1.833196442,0.988014502,1.010281653,1.353655157,1.256789217,0.945527857,0.787114193,0.428259156,0.279282925,0.388637479,0.46895392,0.345542136,0.108355543,0.228745533,
Dominican Republic,DOM,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Algeria,DZA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,5.247499626,4.540432023,6.48815727,7.894184839,19.43563165,15.75547921,17.10973219,17.70935904,15.57644669,28.67421056,22.53538898,18.09401041,12.35310433,11.72664679,11.16058604,10.40686236,4.4541311,6.579597101,6.325843345,9.678132606,12.24052467,11.46746142,10.76289191,9.490333169,10.17422363,11.8988593,13.408332,12.61805597,8.591440419,11.38706228,16.55097495,14.02428399,14.72011729,16.10830222,18.01063248,22.87445608,23.73988823,21.74223662,22.0312122,15.36287627,16.19277207,18.20157826,16.30967857,14.88016059,14.13404411,8.97535142,7.738761021,9.287632136,12.58136128,11.04776209,7.59935249,12.78754902,
East Asia & Pacific (excluding high income),EAP,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.022716942,0.060286803,0.138758578,0.391443209,2.884205497,3.815110834,4.754729536,5.100250106,5.621290652,10.4645467,10.92298795,9.565932453,6.977947294,6.273331778,5.829766779,5.573947503,3.009000786,3.775880489,2.827474676,3.967997414,5.06293979,2.975797768,2.746592955,2.375911932,1.789741873,1.725156689,1.862899594,1.611177677,0.952613169,1.387085678,2.53248282,2.056604333,1.667122439,1.73390587,3.044551367,3.369901056,3.188943125,2.789436856,4.29525348,1.833398087,2.545974364,3.225658225,2.155490614,1.655076562,1.391570268,0.730845813,0.603341564,0.725547489,0.894078434,0.716670537,0.452473408,0.853477855,
Early-demographic dividend,EAR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,1.091783812,1.365496741,1.798094475,2.670738613,8.939736802,6.610583474,7.566234364,7.401583631,6.557128067,11.71474813,10.73179821,8.445731107,5.284888229,4.969351447,5.109049623,4.427189775,2.186493389,2.930573363,2.256488616,3.406277122,4.372928918,2.653643912,2.523413157,2.533182728,2.436293558,2.610228259,3.001688936,2.490540785,1.490228491,2.107233266,3.550447347,2.894442031,2.95417565,3.334969104,4.017883977,4.974877232,5.051000603,4.43594255,5.449402626,2.897300139,3.213352706,4.356696691,4.048739656,3.568193811,3.10182744,1.647798566,1.353465977,1.627618314,2.306690351,1.836743528,1.117034849,1.484050604,
East Asia & Pacific,EAS,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.012267212,0.023914947,0.048567258,0.126098785,0.874207264,1.160795133,1.314252238,1.35171702,1.315983925,2.629590928,2.91308912,2.349378002,1.771796406,1.567870526,1.442522598,1.338507348,0.541717513,0.608898871,0.444696321,0.672976743,0.821228921,0.461947591,0.448800647,0.41163762,0.291772926,0.303773559,0.388570051,0.36719046,0.222575322,0.310572105,0.582137,0.5386148,0.486927249,0.519674116,0.903858957,1.087070852,1.169838113,1.161083636,1.924435777,0.875716748,1.257420628,1.668311206,1.169450136,0.976011605,0.872353798,0.487610097,0.398555807,0.491679706,0.631538829,0.531516599,0.350121478,0.677489916,
Europe & Central Asia (excluding high income),ECA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.021129007,0.055519108,0.060774396,0.085872937,0.33651636,0.25901439,0.211337406,0.199940982,0.182446437,0.311221593,0.390196764,0.377745031,0.321973301,0.310035535,0.38463413,0.381435084,0.154557353,0.188563272,2.763766185,3.887763126,4.630202505,2.13315473,1.871086624,2.019155152,1.871406669,2.43320065,2.881067866,2.295116385,0.643777758,1.94828027,4.721213657,5.015988503,4.508173657,4.653998369,4.921752787,5.634468099,6.098259858,5.091130397,6.497742102,4.637980164,4.404532401,5.877503453,5.326658796,4.836280229,4.612911457,2.841648319,2.245537279,3.062799371,4.997349227,4.23171293,2.116533606,5.42446434,
Europe & Central Asia,ECS,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.051797742,0.064470051,0.063266081,0.056054951,0.157084977,0.272446734,0.309335577,0.31418739,0.280034288,0.492379225,0.586983745,0.621955045,0.498100818,0.603255368,0.659947502,0.666729763,0.240429796,0.246634658,0.437586163,0.645461693,0.708629217,0.344866121,0.294416332,0.351183658,0.305479622,0.343891843,0.437368618,0.385766857,0.100893002,0.267220799,0.713655838,0.685342716,0.624089241,0.613752869,0.698067444,0.881813406,1.021612535,0.933900238,1.348691056,0.836499667,0.906431585,1.29395342,1.270800979,1.143220656,0.987142236,0.559544071,0.414673302,0.589311158,0.898342004,0.767135501,0.382569066,1.005793556,
Ecuador,ECU,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.001844677,0.002440212,0.557118717,2.624227296,7.100513071,5.12260564,5.633711637,3.879017363,4.440829624,10.18062701,9.67512186,6.898465962,4.458694218,8.331621345,8.921611113,9.063291022,4.494980139,4.189996614,6.627337942,8.725975271,11.48976055,5.777112179,5.325452013,5.083759299,4.706038897,5.281029917,6.329600605,4.929020492,2.475784778,6.069926883,12.74581115,6.407773331,5.390305492,5.788091889,9.276524869,13.67587679,15.10383897,13.64525039,15.1358248,6.958735657,9.30466869,13.4798499,11.87850189,10.43710157,9.757768345,3.678487244,2.890485352,4.020184285,6.220883053,5.11414332,2.339360137,5.747618654,
"Egypt, Arab Rep.",EGY,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.890668171,0.951009116,0.789384331,0.63951284,2.53022472,4.145500311,6.553176944,8.966546895,11.10792332,23.92140855,27.12041981,22.78811772,16.73414269,16.20009735,16.85409416,16.32254004,6.781222432,9.68111876,8.959136114,11.34012259,14.67999935,9.965704776,9.49599683,8.517050341,6.670423883,6.407163542,7.093098258,5.140937495,2.912562798,4.397594363,5.336500535,4.365439823,5.037807394,6.414195696,7.91536524,10.0169252,10.23128132,9.119549531,10.29339374,5.633079535,6.347348608,8.33692818,7.222022983,6.833061935,5.933190639,2.75531272,2.068799837,3.746603743,5.417728291,4.111527695,2.16699736,3.570339295,
Euro area,EMU,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.057834826,0.070029542,0.067614827,0.058197282,0.162907005,0.250478342,0.273922078,0.235465207,0.18606362,0.226364241,0.254440366,0.266026989,0.212407717,0.220819098,0.207329296,0.201307313,0.101089768,0.062498775,0.046381758,0.060610443,0.068522658,0.046311685,0.033070492,0.041325152,0.033476993,0.044657265,0.048977562,0.048965869,0.011611075,0.014492115,0.049245222,0.077151198,0.060516995,0.052594861,0.054023309,0.055845535,0.078873994,0.071429519,0.124835637,0.07498738,0.082991805,0.11132238,0.116612046,0.10825197,0.07516955,0.044287624,0.026574522,0.033898407,0.050046525,0.03507182,0.017011235,0.050550007,
Eritrea,ERI,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Spain,ESP,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.001576966,0.001840571,0.001557814,0.006144567,0.083008553,0.072431669,0.06665683,0.034598397,0.027213107,0.053449067,0.092332263,0.058609144,0.074834672,0.174906019,0.123469921,0.119070028,0.030313272,0.035838796,0.021535788,0.022820107,0.020138927,0.012972912,0.011365271,0.010081616,0.007768104,0.006299123,0.006284546,0.003681726,0.00170326,0.002579468,0.005067995,0.010406826,0.006741496,0.002612675,0.003870321,0.002069142,0.001712297,0.001860573,0.003378254,0.001066572,0.001889154,0.001898008,0.001699806,0.004844276,0.003111007,0.001164257,0.000418377,0.000449964,0.000668666,0.000471066,6.0002578126E-05,0.00024673,
Estonia,EST,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.259349735,0.791433475,0.655079136,0.532086273,0.611889195,0.844274536,0.893003416,0.971029521,1.322017834,0.751767919,0.581538339,0.71835597,0.824172671,0.731733643,0.785908943,0.465476776,0.314829889,0.519486629,0.798768779,0.733624882,0.374756824,0.75117502,
Ethiopia,ETH,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007327812,0.002975495,0.005022054,0.006849335,0.004766627,0.007061215,0.006220974,0.002709192,0.002616878,3.92420633308106E-06,4.47786042677816E-06,3.14598270775739E-06,2.51208162932991E-06,4.94034672151013E-06,
European Union,EUU,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.053222777,0.064600755,0.062443942,0.053884312,0.15105306,0.23122328,0.252097598,0.217849555,0.172975087,0.211042819,0.237672995,0.24989539,0.203510999,0.21316481,0.19949894,0.197117146,0.098379807,0.064562145,0.047579304,0.080776548,0.09109556,0.058322755,0.044325771,0.056680639,0.046846589,0.060877476,0.068755596,0.067579125,0.016805582,0.029820752,0.091615595,0.114779859,0.094656361,0.084440609,0.095904519,0.105145541,0.131230274,0.119288285,0.196061971,0.112320998,0.124127232,0.166650842,0.163703191,0.143413057,0.105390151,0.063227033,0.039612594,0.051897231,0.072994421,0.053150937,0.025115357,0.072007527,
Fragile and conflict affected situations,FCS,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,3.6888704,3.4678225,5.368566957,18.19718386,11.65917237,10.74080889,7.592084903,7.108145902,17.2303966,19.87363461,9.321653098,5.165786509,5.750294779,6.139435468,4.955887149,2.602148053,4.576520924,3.034872328,3.652878601,2.903584537,2.39953817,2.684279698,3.301119883,5.129277429,4.055783217,4.742330522,3.917055803,2.467364633,3.965000712,6.394705319,5.151870214,5.666675522,5.583714154,6.630732527,8.118193653,7.95131356,6.424158716,6.807444493,3.695701916,4.645688821,6.319053972,5.110788057,3.937488002,3.194909046,2.348681807,2.107758543,3.021130273,4.360783915,4.016893935,2.006443567,3.769088902,
Finland,FIN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151225,0.000945371,0.001862157,0,0,0,0.026453621,0.027487248,0.036928502,0.040899233,0.041878688,0.025086387,0.003866838,0.016020622,0.028117226,0.030615632,0.015773869,0.03435822,
Fiji,FJI,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
France,FRA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.007822704,0.010821591,0.01196903,0.009740297,0.038262657,0.036554446,0.03645893,0.036421279,0.031708947,0.050536895,0.062698806,0.058277169,0.035280437,0.051126253,0.059595522,0.064028689,0.023675847,0.023592111,0.017180452,0.025029889,0.026658479,0.013896724,0.011935185,0.013335198,0.011847615,0.012096036,0.01270552,0.010657284,0.002302568,0.005434135,0.013198832,0.012770095,0.0101897,0.008289013,0.007709249,0.009192728,0.011334253,0.010193664,0.014098352,0.008344925,0.008662487,0.009903611,0.011756886,0.009242134,0.007017519,0.003946749,0.003010903,0.004042557,0.00676725,0.005434532,0.002644172,0.005506835,
Faroe Islands,FRO,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Micronesia, Fed. Sts.",FSM,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,GAB,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,2.588932618,0.975772819,3.233247182,4.346815517,39.42464081,29.6513898,21.02479674,26.4525476,27.85526287,55.24948303,32.13594399,17.1285582,7.119740307,15.54464255,18.07306454,21.25692257,6.873330853,12.89137403,9.477700351,20.8778296,29.57051027,19.53138672,23.78407693,30.53663392,24.54910636,26.31665593,23.83800629,24.96541038,12.51359813,17.24147679,35.89120922,21.74499572,19.65594399,15.52763898,19.55117194,26.42068958,25.32133942,27.29214735,29.08131886,19.1967256,27.34379206,30.21773118,29.65849976,22.48928932,15.51918392,7.345856963,6.471545328,9.801758075,12.13091227,11.5255687,6.621365954,11.2745159,
United Kingdom,GBR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.052858604,0.069927941,0.072791178,0.069992991,0.180532168,0.489322168,0.606342565,0.881094563,0.830591512,1.853694627,1.948037593,2.085565329,1.725904867,2.170132347,2.494292476,2.521521748,0.862410493,0.999791824,0.599516808,0.710169341,0.874120863,0.438947776,0.426302039,0.514532014,0.526501389,0.617531239,0.799164993,0.577944582,0.150671755,0.427040799,0.956261389,0.841943008,0.72771846,0.681201691,0.659955696,0.742480298,0.820882021,0.776081239,1.226951107,0.775668839,0.77760794,0.939041482,0.750313915,0.616746469,0.49151554,0.30295401,0.247595239,0.35447095,0.561546989,0.487798796,0.260167897,0.52043773,
Georgia,GEO,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189427091,0.214350706,0.089580979,0.081585467,0.15790208,0.128571417,0.027322182,0.102296282,0.189755838,0.111569591,0.076275693,0.218515058,0.13348019,0.157275157,0.057824998,0.046163014,0.055088934,0.034751924,0.030552824,0.039910983,0.0366671,0.029977315,0.026562054,0.009170592,0.003135888,0.004031783,0.004195646,0.003565335,0.001626408,0.003183545,
Ghana,GHA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0.034245746,0.246341718,0.261164478,0.180681072,0.076405138,0.168677301,0.177943221,0.111920599,0.035986439,0.001084481,0.00093213,0.00083942,0.001907037,0.001323369,0.057868362,0.09083523,0.072764168,0.191085608,0.319056058,0.249830498,0.107421956,0.202045327,0.817682441,0.558497541,0.517287395,0.430091347,0.546173547,0.614659667,0.387616897,0.361349784,0.431696994,0.228270195,0.199727157,3.150231039,2.303273024,1.817182273,1.813945993,0.735210009,0.560456776,1.599569389,2.55545415,2.695343116,1.469436921,2.608793505,
Gibraltar,GIB,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Gambia, The",GMB,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,GNB,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Equatorial Guinea,GNQ,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.012911185,0.346357616,1.108030584,1.477086008,2.613217927,22.65994628,42.36717454,49.06655144,53.41662501,94.07312202,,,,,86.2316523,53.23834758,49.62204081,49.69935153,32.36316504,47.75253203,43.98693678,45.7436935,37.17831426,33.08558575,18.6194263,16.07490346,21.60582608,24.50148201,22.59431904,13.36404916,18.75432709,
